Student_ID,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level
S1973,No,,Low
S1974,Yes,PhD,Medium
S1975,Yes,Master's,Low
S1976,Yes,Master's,Low
S1977,Yes,PhD,Low
S1978,Yes,Bachelor's,Low
S1979,Yes,,Low
S1980,Yes,High School,Low
S1981,Yes,Master's,Low
S1982,Yes,Master's,Low
S1983,Yes,PhD,High
S1984,Yes,PhD,Low
S1985,Yes,Bachelor's,Low
S1986,Yes,Master's,Medium
S1987,Yes,High School,High
S1988,Yes,,Low
S1989,Yes,None,Low
S1990,Yes,High School,Medium
S1991,No,Master's,Low
S1992,Yes,PhD,High
S1993,Yes,PhD,Medium
S1994,Yes,None,Medium
S1995,Yes,,Medium
S1996,Yes,High School,Low
S1997,Yes,PhD,Low
S1998,Yes,Bachelor's,Low
S1999,Yes,None,Medium
S2000,No,None,High
S2001,Yes,High School,Low
S2002,Yes,High School,Low
S2003,Yes,PhD,Medium
S2004,Yes,PhD,Low
S2005,Yes,,Low
S2006,Yes,,High
S2007,Yes,PhD,High
S2008,Yes,,High
S2009,Yes,PhD,Low
S2010,Yes,None,Low
S2011,Yes,Master's,Medium
S2012,Yes,High School,Low
S2013,Yes,None,Low
S2014,Yes,PhD,Medium
S2015,Yes,Master's,Medium
S2016,Yes,Master's,Medium
S2017,Yes,,Low
S2018,Yes,,Medium
S2019,No,Bachelor's,Medium
S2020,Yes,PhD,Low
S2021,Yes,Bachelor's,Medium
S2022,Yes,,Medium
S2023,Yes,Bachelor's,Low
S2024,No,None,Medium
S2025,No,Master's,Low
S2026,Yes,High School,High
S2027,Yes,Master's,Medium
S2028,Yes,Bachelor's,Medium
S2029,Yes,Master's,Low
S2030,Yes,Bachelor's,High
S2031,No,PhD,High
S2032,Yes,,Low
S2033,No,PhD,High
S2034,Yes,High School,Medium
S2035,Yes,PhD,Medium
S2036,No,PhD,Low
S2037,Yes,Master's,Low
S2038,Yes,High School,Medium
S2039,Yes,Master's,Low
S2040,Yes,PhD,High
S2041,Yes,Master's,High
S2042,Yes,Bachelor's,Medium
S2043,Yes,PhD,Low
S2044,Yes,Bachelor's,Medium
S2045,Yes,,Low
S2046,No,Bachelor's,High
S2047,Yes,,Medium
S2048,Yes,PhD,Low
S2049,Yes,Bachelor's,Medium
S2050,Yes,High School,Low
S2051,No,Bachelor's,Low
S2052,Yes,PhD,Low
S2053,Yes,High School,High
S2054,Yes,,Medium
S2055,Yes,High School,Low
S2056,Yes,,Low
S2057,Yes,High School,Medium
S2058,Yes,,Medium
S2059,Yes,,Low
S2060,Yes,Bachelor's,Medium
S2061,Yes,Master's,Low
S2062,Yes,,High
S2063,Yes,High School,Low
S2064,Yes,PhD,High
S2065,Yes,High School,Medium
S2066,Yes,PhD,High
S2067,Yes,,Medium
S2068,Yes,Bachelor's,High
S2069,Yes,None,Low
S2070,Yes,PhD,Low
S2071,Yes,None,Low
S2072,Yes,,Low
S2073,Yes,Bachelor's,High
S2074,No,,Low
S2075,Yes,High School,High
S2076,Yes,Bachelor's,Medium
S2077,Yes,Master's,High
S2078,Yes,,Low
S2079,Yes,Bachelor's,Low
S2080,Yes,Master's,Low
S2081,Yes,PhD,Medium
S2082,Yes,Master's,High
S2083,Yes,PhD,Low
S2084,No,,Medium
S2085,Yes,None,Low
S2086,Yes,None,High
S2087,Yes,,High
S2088,Yes,PhD,Low
S2089,Yes,,Medium
S2090,Yes,Bachelor's,Medium
S2091,No,Master's,Medium
S2092,Yes,None,Low
S2093,Yes,High School,High
S2094,No,,Low
S2095,Yes,PhD,Medium
S2096,Yes,PhD,Low
S2097,Yes,Master's,Medium
S2098,Yes,Bachelor's,High
S2099,Yes,Bachelor's,Low
S2100,Yes,High School,High
S2101,Yes,,Medium
S2102,Yes,,Low
S2103,Yes,None,Low
S2104,Yes,None,Medium
S2105,Yes,High School,Low
S2106,Yes,High School,High
S2107,Yes,,Low
S2108,Yes,Master's,Medium
S2109,Yes,,Medium
S2110,Yes,High School,Low
S2111,Yes,,High
S2112,Yes,PhD,Low
S2113,Yes,PhD,High
S2114,Yes,High School,Low
S2115,Yes,None,Low
S2116,Yes,Master's,High
S2117,Yes,Bachelor's,Medium
S2118,No,Bachelor's,Medium
S2119,Yes,PhD,Low
S2120,Yes,Bachelor's,Low
S2121,Yes,None,Medium
S2122,Yes,High School,Medium
S2123,Yes,Master's,Low
S2124,Yes,Master's,Low
S2125,Yes,None,High
S2126,No,Bachelor's,High
S2127,Yes,None,Low
S2128,Yes,,Medium
S2129,Yes,,Low
S2130,No,Master's,High
S2131,Yes,,Low
S2132,Yes,Master's,Medium
S2133,Yes,None,Medium
S2134,Yes,PhD,Low
S2135,Yes,Master's,Medium
S2136,Yes,PhD,Low
S2137,Yes,,Low
S2138,Yes,,Medium
S2139,No,None,High
S2140,Yes,None,High
S2141,Yes,Bachelor's,High
S2142,Yes,Master's,High
S2143,Yes,High School,Medium
S2144,Yes,PhD,Low
S2145,Yes,Master's,High
S2146,Yes,PhD,Low
S2147,Yes,Bachelor's,High
S2148,Yes,None,Medium
S2149,Yes,High School,Medium
S2150,No,None,Low
S2151,Yes,Bachelor's,Low
S2152,Yes,Bachelor's,Medium
S2153,Yes,,Low
S2154,Yes,None,Low
S2155,Yes,None,Low
S2156,Yes,High School,Medium
S2157,Yes,,Medium
S2158,Yes,Bachelor's,Medium
S2159,Yes,PhD,Low
S2160,No,High School,Medium
S2161,Yes,None,Low
S2162,Yes,PhD,Low
S2163,Yes,,Medium
S2164,Yes,Bachelor's,Medium
S2165,Yes,Master's,Medium
S2166,Yes,None,Medium
S2167,Yes,,Medium
S2168,Yes,PhD,Low
S2169,Yes,PhD,Low
S2170,Yes,,Low
S2171,Yes,None,High
S2172,Yes,None,Low
S2173,Yes,Bachelor's,High
S2174,No,,Medium
S2175,Yes,Master's,Medium
S2176,Yes,Master's,Medium
S2177,Yes,High School,Medium
S2178,Yes,None,Low
S2179,Yes,None,Low
S2180,Yes,Bachelor's,Low
S2181,Yes,PhD,High
S2182,Yes,None,Medium
S2183,Yes,Master's,Medium
S2184,Yes,High School,High
S2185,No,PhD,Medium
S2186,Yes,PhD,Low
S2187,Yes,,High
S2188,Yes,High School,Low
S2189,Yes,,Low
S2190,Yes,,Low
S2191,Yes,Bachelor's,Medium
S2192,Yes,,High
S2193,Yes,PhD,Medium
S2194,Yes,Master's,Medium
S2195,Yes,,Medium
S2196,Yes,Master's,Medium
S2197,No,None,Medium
S2198,Yes,None,Low
S2199,Yes,None,Low
S2200,Yes,,Low
S2201,Yes,High School,Medium
S2202,Yes,High School,Medium
S2203,Yes,Bachelor's,Medium
S2204,Yes,Master's,Low
S2205,Yes,None,Low
S2206,No,,Medium
S2207,Yes,Master's,Low
S2208,No,,Medium
S2209,Yes,PhD,High
S2210,Yes,None,Low
S2211,Yes,None,Low
S2212,Yes,,High
S2213,Yes,High School,Low
S2214,Yes,None,High
S2215,Yes,None,High
S2216,No,High School,Medium
S2217,Yes,,Medium
S2218,Yes,,Low
S2219,Yes,,Low
S2220,Yes,Master's,Medium
S2221,Yes,High School,Medium
S2222,Yes,High School,High
S2223,Yes,Master's,Medium
S2224,Yes,High School,Medium
S2225,Yes,PhD,Low
S2226,Yes,None,Medium
S2227,Yes,Bachelor's,Low
S2228,Yes,,Medium
S2229,Yes,High School,High
S2230,Yes,Bachelor's,Medium
S2231,Yes,Master's,Low
S2232,Yes,None,Medium
S2233,Yes,Master's,High
S2234,No,Bachelor's,Medium
S2235,Yes,None,Medium
S2236,Yes,Master's,Medium
S2237,Yes,Bachelor's,High
S2238,Yes,None,Low
S2239,Yes,High School,High
S2240,Yes,None,High
S2241,Yes,Bachelor's,Medium
S2242,Yes,,Medium
S2243,Yes,,High
S2244,Yes,,High
S2245,Yes,Master's,High
S2246,Yes,High School,Medium
S2247,Yes,None,Low
S2248,Yes,Bachelor's,Low
S2249,Yes,High School,High
S2250,Yes,PhD,Medium
S2251,Yes,PhD,Low
S2252,Yes,Bachelor's,Low
S2253,Yes,,Low
S2254,Yes,High School,Low
S2255,Yes,High School,High
S2256,Yes,High School,High
S2257,Yes,Bachelor's,High
S2258,Yes,PhD,Low
S2259,Yes,PhD,Low
S2260,Yes,Master's,Low
S2261,Yes,,Low
S2262,Yes,None,Low
S2263,Yes,PhD,High
S2264,Yes,PhD,High
S2265,Yes,High School,Low
S2266,Yes,,Low
S2267,Yes,PhD,Low
S2268,Yes,Master's,Medium
S2269,Yes,,Medium
S2270,Yes,PhD,Medium
S2271,Yes,None,High
S2272,Yes,,Low
S2273,Yes,,Low
S2274,No,,Low
S2275,Yes,PhD,Low
S2276,Yes,High School,Medium
S2277,Yes,Master's,Low
S2278,Yes,High School,Medium
S2279,Yes,Bachelor's,Medium
S2280,Yes,Bachelor's,Medium
S2281,Yes,Master's,Low
S2282,Yes,High School,Medium
S2283,Yes,None,Low
S2284,Yes,,High
S2285,Yes,Master's,Medium
S2286,Yes,,Low
S2287,Yes,High School,Medium
S2288,Yes,,Low
S2289,Yes,PhD,Low
S2290,Yes,,Low
S2291,Yes,None,Low
S2292,Yes,None,High
S2293,Yes,,Medium
S2294,Yes,Master's,Low
S2295,Yes,PhD,Medium
S2296,Yes,High School,Medium
S2297,Yes,Bachelor's,Low
S2298,Yes,,Medium
S2299,Yes,PhD,Medium
S2300,Yes,PhD,Low
S2301,Yes,PhD,Medium
S2302,Yes,PhD,High
S2303,Yes,Master's,Low
S2304,Yes,None,Medium
S2305,Yes,None,High
S2306,Yes,High School,High
S2307,Yes,High School,Medium
S2308,Yes,PhD,Medium
S2309,Yes,PhD,Medium
S2310,Yes,Bachelor's,High
S2311,Yes,None,Low
S2312,Yes,PhD,Medium
S2313,Yes,High School,Low
S2314,Yes,High School,Low
S2315,Yes,,Medium
S2316,Yes,Bachelor's,Medium
S2317,Yes,PhD,Low
S2318,Yes,PhD,Low
S2319,No,PhD,Low
S2320,Yes,,High
S2321,No,,Medium
S2322,Yes,,Medium
S2323,Yes,PhD,High
S2324,Yes,PhD,Medium
S2325,Yes,High School,High
S2326,Yes,PhD,High
S2327,Yes,,Low
S2328,Yes,Bachelor's,Medium
S2329,No,High School,Medium
S2330,Yes,,Medium
S2331,Yes,Master's,Medium
S2332,Yes,High School,Low
S2333,Yes,High School,High
S2334,Yes,Master's,Low
S2335,Yes,Master's,Medium
S2336,Yes,None,Low
S2337,Yes,High School,Medium
S2338,Yes,Bachelor's,High
S2339,Yes,PhD,Medium
S2340,Yes,Master's,Medium
S2341,Yes,None,Low
S2342,Yes,Master's,Medium
S2343,Yes,,High
S2344,Yes,PhD,High
S2345,Yes,PhD,Medium
S2346,Yes,Master's,Medium
S2347,Yes,PhD,Low
S2348,Yes,PhD,Medium
S2349,Yes,Bachelor's,Medium
S2350,No,Master's,Low
S2351,Yes,,High
S2352,Yes,,Medium
S2353,Yes,,Medium
S2354,Yes,Bachelor's,Low
S2355,Yes,Master's,Low
S2356,Yes,PhD,Medium
S2357,Yes,Bachelor's,Medium
S2358,Yes,,Medium
S2359,Yes,Master's,Low
S2360,Yes,Bachelor's,Medium
S2361,Yes,Bachelor's,Medium
S2362,Yes,Bachelor's,Medium
S2363,Yes,High School,Medium
S2364,Yes,,Medium
S2365,Yes,Bachelor's,High
S2366,Yes,High School,High
S2367,Yes,None,Medium
S2368,Yes,High School,Low
S2369,Yes,PhD,Low
S2370,Yes,None,Medium
S2371,Yes,Bachelor's,Low
S2372,Yes,Bachelor's,Medium
S2373,Yes,Bachelor's,Medium
S2374,Yes,,Medium
S2375,Yes,None,Low
S2376,No,,Low
S2377,Yes,High School,High
S2378,Yes,Master's,Low
S2379,Yes,High School,High
S2380,Yes,High School,Medium
S2381,Yes,,Low
S2382,Yes,,Low
S2383,No,High School,Medium
S2384,Yes,None,Low
S2385,Yes,,High
S2386,Yes,PhD,Medium
S2387,No,Master's,Medium
S2388,Yes,High School,High
S2389,Yes,Bachelor's,Low
S2390,Yes,,High
S2391,Yes,,High
S2392,Yes,Master's,Medium
S2393,Yes,,Low
S2394,Yes,High School,Medium
S2395,Yes,High School,High
S2396,Yes,,Low
S2397,Yes,High School,Low
S2398,Yes,PhD,Medium
S2399,No,High School,Medium
S2400,Yes,High School,Low
S2401,Yes,Bachelor's,High
S2402,Yes,Master's,High
S2403,Yes,,Low
S2404,Yes,PhD,High
S2405,Yes,Master's,Low
S2406,Yes,,Low
S2407,Yes,Master's,Low
S2408,Yes,,Medium
S2409,Yes,Bachelor's,High
S2410,Yes,Bachelor's,Low
S2411,Yes,None,Medium
S2412,No,PhD,Low
S2413,Yes,High School,Low
S2414,Yes,High School,High
S2415,Yes,None,Medium
S2416,Yes,PhD,Medium
S2417,Yes,,Medium
S2418,Yes,,Low
S2419,No,,Low
S2420,Yes,,Low
S2421,No,Master's,High
S2422,Yes,,Medium
S2423,No,PhD,Medium
S2424,Yes,None,Medium
S2425,Yes,,High
S2426,Yes,None,Low
S2427,Yes,,Low
S2428,Yes,High School,Low
S2429,No,Master's,High
S2430,Yes,PhD,Medium
S2431,Yes,None,Medium
S2432,Yes,Master's,Low
S2433,Yes,PhD,Low
S2434,Yes,,Low
S2435,No,,High
S2436,Yes,Master's,High
S2437,No,Bachelor's,Medium
S2438,Yes,Master's,Low
S2439,Yes,Bachelor's,High
S2440,Yes,PhD,Medium
S2441,Yes,None,Low
S2442,Yes,,Low
S2443,Yes,Master's,Medium
S2444,Yes,Master's,High
S2445,Yes,None,Medium
S2446,Yes,,Low
S2447,Yes,PhD,Low
S2448,No,PhD,Low
S2449,Yes,PhD,High
S2450,Yes,PhD,Low
S2451,Yes,High School,Low
S2452,Yes,High School,Medium
S2453,Yes,PhD,Low
S2454,No,Master's,Low
S2455,Yes,,Medium
S2456,No,High School,Medium
S2457,Yes,High School,Low
S2458,No,None,High
S2459,Yes,None,Medium
S2460,No,Master's,High
S2461,Yes,,Medium
S2462,Yes,Bachelor's,Medium
S2463,No,Bachelor's,High
S2464,Yes,None,Medium
S2465,No,Bachelor's,Low
S2466,Yes,,Medium
S2467,No,PhD,Low
S2468,Yes,PhD,Low
S2469,Yes,Bachelor's,High
S2470,Yes,High School,Medium
S2471,Yes,,Low
S2472,Yes,,Low
S2473,Yes,High School,Medium
S2474,Yes,,Low
S2475,Yes,High School,Low
S2476,No,PhD,Low
S2477,Yes,Bachelor's,Medium
S2478,Yes,None,Medium
S2479,Yes,None,Low
S2480,Yes,None,High
S2481,Yes,Master's,High
S2482,No,Bachelor's,Medium
S2483,Yes,,Low
S2484,Yes,Bachelor's,Medium
S2485,Yes,None,Medium
S2486,Yes,PhD,Low
S2487,Yes,Bachelor's,Medium
S2488,Yes,High School,Medium
S2489,Yes,Bachelor's,High
S2490,Yes,High School,Low
S2491,Yes,None,Low
S2492,No,High School,Low
S2493,Yes,Master's,High
S2494,Yes,PhD,Low
S2495,Yes,High School,Medium
S2496,Yes,PhD,High
S2497,Yes,,High
S2498,Yes,,Medium
S2499,Yes,Bachelor's,High
S2500,Yes,High School,Medium
S2501,Yes,,High
S2502,Yes,High School,Low
S2503,Yes,Master's,Medium
S2504,No,PhD,Medium
S2505,Yes,High School,Medium
S2506,Yes,None,Medium
S2507,Yes,None,Low
S2508,Yes,Bachelor's,Low
S2509,Yes,PhD,Medium
S2510,Yes,,Low
S2511,Yes,PhD,Low
S2512,Yes,PhD,High
S2513,Yes,High School,Low
S2514,Yes,Bachelor's,Low
S2515,Yes,Bachelor's,Low
S2516,Yes,Bachelor's,Medium
S2517,Yes,None,High
S2518,Yes,,Low
S2519,No,,Medium
S2520,Yes,Bachelor's,Low
S2521,Yes,PhD,Medium
S2522,Yes,PhD,Medium
S2523,Yes,High School,Medium
S2524,Yes,,High
S2525,Yes,Bachelor's,High
S2526,Yes,Master's,High
S2527,Yes,,Medium
S2528,Yes,High School,Medium
S2529,Yes,Bachelor's,Low
S2530,Yes,,Low
S2531,Yes,,Medium
S2532,Yes,High School,Medium
S2533,No,High School,Low
S2534,No,Master's,Low
S2535,Yes,High School,Medium
S2536,Yes,,Low
S2537,Yes,,Medium
S2538,Yes,Master's,Medium
S2539,Yes,,High
S2540,Yes,Bachelor's,Medium
S2541,Yes,None,Low
S2542,Yes,,Low
S2543,Yes,Bachelor's,Low
S2544,Yes,Master's,Low
S2545,Yes,None,Medium
S2546,Yes,PhD,Medium
S2547,Yes,None,Medium
S2548,Yes,PhD,Medium
S2549,Yes,,Medium
S2550,Yes,Bachelor's,High
S2551,No,Master's,High
S2552,Yes,PhD,Low
S2553,No,Master's,Medium
S2554,Yes,None,Low
S2555,Yes,,Medium
S2556,Yes,None,Low
S2557,Yes,PhD,Medium
S2558,Yes,Bachelor's,Low
S2559,No,PhD,Low
S2560,Yes,PhD,Low
S2561,Yes,None,High
S2562,Yes,PhD,Low
S2563,Yes,Bachelor's,High
S2564,Yes,,High
S2565,Yes,None,Low
S2566,Yes,PhD,Medium
S2567,Yes,,High
S2568,Yes,,Medium
S2569,Yes,,Low
S2570,Yes,,High
S2571,Yes,Bachelor's,Low
S2572,Yes,High School,Low
S2573,Yes,Bachelor's,Low
S2574,Yes,None,Medium
S2575,Yes,,Low
S2576,Yes,None,High
S2577,Yes,,Low
S2578,Yes,Bachelor's,Low
S2579,No,PhD,High
S2580,Yes,Bachelor's,High
S2581,Yes,Bachelor's,Medium
S2582,Yes,Bachelor's,Medium
S2583,Yes,Master's,Medium
S2584,Yes,PhD,Medium
S2585,Yes,High School,Medium
S2586,Yes,,High
S2587,Yes,Bachelor's,High
S2588,Yes,,High
S2589,Yes,High School,Low
S2590,Yes,High School,Low
S2591,Yes,Master's,Low
S2592,Yes,None,High
S2593,Yes,Bachelor's,Low
S2594,Yes,Bachelor's,Low
S2595,Yes,PhD,High
S2596,No,High School,Low
S2597,Yes,Master's,Low
S2598,Yes,High School,High
S2599,No,PhD,Low
S2600,Yes,None,High
S2601,Yes,Bachelor's,Low
S2602,Yes,High School,Low
S2603,No,Bachelor's,Low
S2604,Yes,PhD,High
S2605,Yes,None,Medium
S2606,Yes,Master's,Low
S2607,Yes,,Medium
S2608,Yes,Master's,Low
S2609,Yes,High School,Medium
S2610,Yes,None,Low
S2611,Yes,High School,High
S2612,Yes,None,Medium
S2613,No,High School,High
S2614,Yes,PhD,Medium
S2615,Yes,PhD,Medium
S2616,Yes,,Medium
S2617,Yes,None,Medium
S2618,Yes,None,Low
S2619,Yes,Master's,Medium
S2620,No,High School,Medium
S2621,Yes,,Medium
S2622,Yes,Master's,Low
S2623,Yes,Master's,Low
S2624,Yes,None,Medium
S2625,Yes,Bachelor's,Low
S2626,Yes,High School,Low
S2627,Yes,Bachelor's,Low
S2628,Yes,Bachelor's,Low
S2629,Yes,High School,Low
S2630,Yes,PhD,High
S2631,Yes,None,Low
S2632,Yes,Master's,Medium
S2633,Yes,None,High
S2634,Yes,Bachelor's,High
S2635,No,PhD,Medium
S2636,Yes,PhD,High
S2637,Yes,None,Medium
S2638,Yes,Bachelor's,Medium
S2639,Yes,,High
S2640,Yes,Master's,Low
S2641,Yes,,Low
S2642,Yes,Master's,Medium
S2643,Yes,Bachelor's,Low
S2644,No,None,Low
S2645,Yes,Bachelor's,High
S2646,Yes,PhD,Low
S2647,Yes,None,Low
S2648,Yes,Master's,High
S2649,Yes,,Low
S2650,Yes,None,High
S2651,Yes,None,Medium
S2652,Yes,Master's,High
S2653,Yes,Bachelor's,High
S2654,Yes,,Medium
S2655,Yes,Bachelor's,High
S2656,Yes,PhD,Medium
S2657,Yes,None,Medium
S2658,No,High School,Medium
S2659,Yes,High School,Low
S2660,Yes,,High
S2661,No,None,Low
S2662,No,,Low
S2663,Yes,None,Medium
S2664,Yes,Master's,Low
S2665,Yes,High School,Medium
S2666,Yes,PhD,Medium
S2667,Yes,High School,Medium
S2668,No,,Low
S2669,Yes,,High
S2670,Yes,High School,Medium
S2671,Yes,PhD,Low
S2672,Yes,None,Low
S2673,Yes,Master's,Medium
S2674,Yes,High School,Medium
S2675,No,,High
S2676,Yes,High School,Low
S2677,Yes,,High
S2678,Yes,Bachelor's,Medium
S2679,Yes,Bachelor's,Medium
S2680,Yes,Master's,High
S2681,Yes,PhD,High
S2682,Yes,,Medium
S2683,No,Bachelor's,Low
S2684,No,None,Low
S2685,No,None,Medium
S2686,Yes,Master's,Low
S2687,Yes,Master's,Medium
S2688,Yes,Master's,Medium
S2689,Yes,,Medium
S2690,Yes,Bachelor's,Medium
S2691,Yes,Master's,Low
S2692,Yes,None,Low
S2693,Yes,,Medium
S2694,Yes,None,Medium
S2695,Yes,Master's,Low
S2696,Yes,,Low
S2697,Yes,PhD,Low
S2698,Yes,,Medium
S2699,Yes,High School,Medium
S2700,Yes,Master's,Low
S2701,Yes,Master's,Medium
S2702,Yes,High School,Medium
S2703,Yes,Bachelor's,Medium
S2704,Yes,High School,High
S2705,Yes,Bachelor's,Low
S2706,Yes,None,Low
S2707,Yes,Master's,Medium
S2708,Yes,Bachelor's,High
S2709,Yes,High School,Medium
S2710,Yes,None,Low
S2711,Yes,High School,High
S2712,Yes,None,Medium
S2713,Yes,PhD,Medium
S2714,Yes,,Medium
S2715,Yes,Bachelor's,Low
S2716,Yes,PhD,Medium
S2717,Yes,,Medium
S2718,Yes,None,High
S2719,Yes,,Low
S2720,Yes,Master's,Medium
S2721,Yes,Master's,Medium
S2722,No,Master's,High
S2723,Yes,PhD,Low
S2724,Yes,Master's,Medium
S2725,Yes,PhD,Medium
S2726,Yes,Master's,Medium
S2727,Yes,,High
S2728,Yes,PhD,Medium
S2729,Yes,Master's,Medium
S2730,Yes,,Medium
S2731,Yes,Master's,Low
S2732,Yes,High School,Low
S2733,Yes,High School,Low
S2734,Yes,None,Medium
S2735,No,Master's,Low
S2736,Yes,,Medium
S2737,Yes,None,Low
S2738,Yes,,Medium
S2739,Yes,High School,Low
S2740,Yes,,Low
S2741,Yes,Master's,Low
S2742,Yes,Bachelor's,High
S2743,Yes,Master's,Low
S2744,Yes,High School,Low
S2745,Yes,,High
S2746,Yes,Master's,Medium
S2747,No,,Medium
S2748,Yes,None,High
S2749,No,,Medium
S2750,Yes,High School,Medium
S2751,Yes,Bachelor's,Medium
S2752,Yes,None,Medium
S2753,Yes,Master's,High
S2754,No,Bachelor's,High
S2755,Yes,Master's,Medium
S2756,No,PhD,Low
S2757,Yes,High School,High
S2758,Yes,,Low
S2759,Yes,,Low
S2760,Yes,Bachelor's,Low
S2761,Yes,PhD,Low
S2762,Yes,,Medium
S2763,Yes,PhD,Low
S2764,Yes,Bachelor's,Low
S2765,Yes,Master's,Low
S2766,Yes,None,Low
S2767,Yes,PhD,Medium
S2768,Yes,High School,Medium
S2769,Yes,Bachelor's,Medium
S2770,Yes,,Medium
S2771,Yes,Master's,Low
S2772,Yes,High School,Medium
S2773,No,Bachelor's,Medium
S2774,Yes,Bachelor's,Low
S2775,Yes,High School,Medium
S2776,Yes,High School,Low
S2777,Yes,Master's,Low
S2778,Yes,,Medium
S2779,Yes,Bachelor's,Low
S2780,Yes,High School,Low
S2781,Yes,None,Low
S2782,No,,Low
S2783,Yes,Bachelor's,Low
S2784,Yes,Master's,Medium
S2785,No,Master's,Low
S2786,Yes,PhD,High
S2787,Yes,Master's,High
S2788,Yes,None,Medium
S2789,No,Master's,Low
S2790,Yes,PhD,High
S2791,Yes,Bachelor's,Medium
S2792,Yes,Master's,Low
S2793,Yes,PhD,Medium
S2794,Yes,Master's,Low
S2795,Yes,Master's,Medium
S2796,Yes,,Medium
S2797,Yes,PhD,Low
S2798,Yes,Master's,Low
S2799,Yes,Bachelor's,High
S2800,Yes,PhD,Medium
S2801,Yes,,Low
S2802,Yes,PhD,Medium
S2803,Yes,Master's,Low
S2804,Yes,Master's,High
S2805,Yes,PhD,Medium
S2806,Yes,Bachelor's,High
S2807,No,PhD,High
S2808,Yes,Master's,High
S2809,Yes,Master's,Low
S2810,Yes,None,High
S2811,Yes,Bachelor's,Low
S2812,Yes,None,Low
S2813,Yes,Master's,Low
S2814,Yes,Bachelor's,Medium
S2815,Yes,Bachelor's,Medium
S2816,Yes,,Medium
S2817,Yes,PhD,High
S2818,Yes,PhD,Medium
S2819,No,,Medium
S2820,No,Bachelor's,Medium
S2821,Yes,Bachelor's,Medium
S2822,Yes,Bachelor's,Medium
S2823,Yes,PhD,High
S2824,Yes,Master's,Low
S2825,Yes,Bachelor's,Medium
S2826,No,Bachelor's,Low
S2827,Yes,High School,Medium
S2828,Yes,None,High
S2829,Yes,PhD,Low
S2830,Yes,High School,High
S2831,Yes,Master's,Medium
S2832,Yes,None,Medium
S2833,Yes,Master's,Medium
S2834,Yes,,Low
S2835,Yes,,High
S2836,Yes,Bachelor's,Low
S2837,Yes,Bachelor's,Medium
S2838,Yes,Master's,High
S2839,No,Master's,Low
S2840,Yes,Master's,Medium
S2841,No,Master's,Low
S2842,Yes,,Low
S2843,Yes,High School,Low
S2844,Yes,High School,High
S2845,Yes,,Medium
S2846,Yes,Master's,Low
S2847,Yes,None,High
S2848,Yes,,Low
S2849,Yes,High School,Medium
S2850,Yes,,Medium
S2851,Yes,PhD,Medium
S2852,Yes,Master's,Low
S2853,Yes,Master's,Medium
S2854,Yes,,High
S2855,Yes,None,Low
S2856,Yes,,Low
S2857,Yes,Master's,High
S2858,Yes,,Low
S2859,Yes,,Low
S2860,Yes,High School,Low
S2861,Yes,Master's,Low
S2862,Yes,High School,Medium
S2863,Yes,High School,Low
S2864,Yes,PhD,Low
S2865,Yes,Master's,High
S2866,Yes,PhD,Medium
S2867,Yes,High School,Low
S2868,Yes,Master's,Low
S2869,Yes,,High
S2870,Yes,,High
S2871,Yes,None,High
S2872,Yes,PhD,High
S2873,Yes,High School,Medium
S2874,Yes,Bachelor's,Low
S2875,Yes,Master's,High
S2876,Yes,,Medium
S2877,Yes,None,Medium
S2878,Yes,High School,Medium
S2879,Yes,None,Medium
S2880,Yes,High School,Medium
S2881,Yes,,Low
S2882,Yes,,Low
S2883,Yes,Bachelor's,Medium
S2884,Yes,High School,Medium
S2885,Yes,High School,High
S2886,Yes,Master's,Medium
S2887,Yes,Master's,High
S2888,Yes,Bachelor's,Low
S2889,Yes,,High
S2890,Yes,Master's,Low
S2891,No,PhD,Medium
S2892,Yes,None,Low
S2893,Yes,,Low
S2894,Yes,,Low
S2895,Yes,Bachelor's,Medium
S2896,Yes,Master's,Low
S2897,Yes,Master's,High
S2898,Yes,None,Medium
S2899,Yes,Master's,Medium
S2900,Yes,Bachelor's,Medium
S2901,No,,Low
S2902,Yes,None,Medium
S2903,Yes,None,Medium
S2904,No,PhD,Low
S2905,Yes,High School,Medium
S2906,Yes,,Medium
S2907,Yes,PhD,Medium
S2908,No,Master's,Medium
S2909,Yes,,Medium
S2910,Yes,High School,Low
S2911,No,Master's,Low
S2912,Yes,Master's,Medium
S2913,Yes,High School,Low
S2914,Yes,,High
S2915,Yes,,Medium
S2916,Yes,Master's,Medium
S2917,Yes,,Low
S2918,Yes,None,Low
S2919,Yes,None,High
S2920,Yes,PhD,Low
S2921,Yes,High School,Low
S2922,No,Bachelor's,Low
S2923,Yes,PhD,Low
S2924,Yes,,Low
S2925,Yes,PhD,High
S2926,Yes,,Low
S2927,Yes,Master's,High
S2928,Yes,Bachelor's,Medium
S2929,No,High School,High
S2930,Yes,PhD,Medium
S2931,No,None,Low
S2932,Yes,,Medium
S2933,Yes,Bachelor's,Low
S2934,Yes,None,High
S2935,No,,High
S2936,Yes,Master's,Low
S2937,Yes,Master's,Medium
S2938,Yes,Master's,Medium
S2939,Yes,None,Medium
S2940,Yes,PhD,Low
S2941,Yes,Bachelor's,Low
S2942,Yes,PhD,High
S2943,Yes,Master's,Low
S2944,Yes,PhD,Low
S2945,Yes,Bachelor's,Low
